"docid","docnumber","docdate","parent","request"
429661,"З-00509","2023-07-07 13:19:02.003517+03",NULL,"1027808758669"
430783,"ОП-З-00530-001","2023-07-10 11:29:37.314796+03",430701,"1022401793248"
432990,"О-З-00584-001","2023-07-12 16:33:01.956515+03",432960,"1072130006740"
420957,"З-00291","2023-06-30 16:30:09.654913+03",NULL,"1027802496732"
429941,"О-З-00501-001","2023-07-07 15:06:02.31344+03",429395,"1027739054420"
447255,"ОП-З-01056-001","2023-08-14 14:38:29.041741+03",447243,"1021000944392"
430488,"ОП-З-00525-001","2023-07-10 09:47:43.300366+03",430441,"1142722001223"
429806,"ОП-З-00509-001","2023-07-07 14:36:32.883214+03",429661,"1027808758669"
430576,"ОП-З-00491-003","2023-07-10 10:15:54.39353+03",429016,"1035607500224"
434786,"З-00652","2023-07-17 06:50:02.401646+03",NULL,"1026602317994"
437400,"З-00731","2023-07-19 11:56:01.996875+03",NULL,"1034316558418"
429951,"О-З-00506-001","2023-07-07 15:12:02.033729+03",429640,"1025100804453"
430110,"ОП-З-00456-005","2023-07-07 16:08:44.8206+03",427664,"1034316545064"
430207,"ОП-З-00292-012","2023-07-07 16:49:20.569764+03",421076,"1024301004860"
430121,"О-З-00456-005","2023-07-07 16:20:02.125898+03",427664,"1034316545064"
429721,"З-00511","2023-07-07 13:54:02.268751+03",NULL,"1027100594707"
437155,"З-00725","2023-07-19 08:27:02.305184+03",NULL,"1027000891246"
429386,"З-00500","2023-07-07 11:32:01.444613+03",NULL,"1022200907794"
434893,"З-00654","2023-07-17 09:49:01.907775+03",NULL,"1026401590610"
429965,"ОП-З-00501-002","2023-07-07 15:24:14.461501+03",429395,"1027739054420"
439656,"ОП-З-00798-001","2023-07-21 11:33:44.51278+03",439618,"1025801438651"
498788,"О-З-02473-004","2023-10-13 12:10:01.918009+03",498328,"1024001432234"
427664,"З-00456","2023-07-06 12:25:02.417828+03",NULL,"1034316545064"
431122,"О-З-00525-001","2023-07-10 13:25:01.834898+03",430441,"1142722001223"
429486,"ОП-З-00499-001","2023-07-07 12:00:49.105629+03",429350,"1027808758669"
430874,"ОП-З-00535-001","2023-07-10 11:35:50.93181+03",430817,"1027808758669"
436066,"ОП-З-00691-001","2023-07-18 09:20:41.823384+03",435978,"1159102037940"
429979,"ОП-З-00506-002","2023-07-07 15:29:42.949127+03",429640,"1025100804453"
431160,"ОП-З-00525-003","2023-07-10 13:43:48.272033+03",430441,"1142722001223"
438965,"ОП-З-00753-003","2023-07-20 15:21:01.232791+03",438612,"1020100510319"
433334,"ОП-З-00590-001","2023-07-13 11:48:06.547798+03",433292,"1022301812500"
455432,"ОП-З-01318-004","2023-08-30 10:55:42.720889+03",455278,"1027501147134"
436721,"ОП-З-00713-001","2023-07-18 12:59:52.264121+03",436706,"1027809197635"
430158,"ОП-З-00177-003","2023-07-07 16:36:33.282411+03",417642,"1142722001223"
433058,"ОП-З-00585-001","2023-07-12 17:26:08.097998+03",433027,"1027739054420"
430918,"О-З-00531-001","2023-07-10 12:06:01.637904+03",430715,"1026401590786"
429830,"ОП-З-00292-010","2023-07-07 14:39:37.51612+03",421076,"1024301004860"
439401,"ОП-З-00782-001","2023-07-21 09:08:46.515278+03",439216,"1020100708682"
431553,"О-З-00544-001","2023-07-11 09:31:02.027229+03",431406,"1027739291580"
430069,"О-З-00292-009","2023-07-07 15:57:01.833438+03",421076,"1024301004860"
429843,"ОП-З-00511-001","2023-07-07 14:40:11.804221+03",429721,"1027100594707"
452906,"О-З-01235-001","2023-08-28 09:53:01.944069+03",452719,"1025601719593"
467262,"ОП-З-01658-001","2023-09-08 07:22:39.660732+03",467121,"1021500582278"
430392,"З-00521","2023-07-10 03:03:02.119615+03",NULL,"1027900510659"
430250,"ОП-З-00506-004","2023-07-07 17:23:21.81518+03",429640,"1025100804453"
435618,"ОП-З-00672-002","2023-07-17 16:12:39.477572+03",435506,"1021100528240"
432218,"ОП-З-00567-001","2023-07-11 15:52:20.431029+03",432198,"1025201102288"
432823,"ОП-З-00583-001","2023-07-12 15:11:19.303957+03",432784,"1025201102288"
433752,"ОП-З-00613-001","2023-07-13 15:27:58.975799+03",433730,"1034316545064"
431170,"О-З-00532-001","2023-07-10 13:47:01.913311+03",430747,"1027802505279"
430263,"О-З-00292-011","2023-07-07 17:24:02.134694+03",421076,"1024301004860"
432768,"О-З-00573-001","2023-07-12 15:01:01.489303+03",432415,"1023401998707"
432808,"ОП-З-00573-002","2023-07-12 15:09:01.810053+03",432415,"1023401998707"
475150,"ОП-З-01888-003","2023-09-14 15:41:14.567328+03",474489,"1023601560510"
435846,"О-З-00677-001","2023-07-17 17:14:02.117151+03",435805,"1027802505279"
458007,"З-01389","2023-09-01 17:01:01.441888+03",NULL,"1033600044070"
431398,"ОП-З-00543-001","2023-07-10 18:00:05.411674+03",431373,"1025203750791"
431184,"ОП-З-00538-001","2023-07-10 13:54:30.484392+03",431141,"1021301063761"
431564,"ОП-З-00547-001","2023-07-11 09:33:18.873959+03",431444,"1026500530869"
431589,"ОП-З-00550-001","2023-07-11 09:40:26.567012+03",431485,"1025702657298"
431628,"ОП-З-00544-002","2023-07-11 09:52:03.333165+03",431406,"1027739291580"
470901,"ОП-З-01780-001","2023-09-11 17:11:24.529249+03",470844,"1021500582278"
439414,"ОП-З-00787-001","2023-07-21 09:14:53.106271+03",439336,"1038700000998"
431444,"З-00547","2023-07-11 03:14:02.264809+03",NULL,"1026500530869"
431068,"ОП-З-00537-002","2023-07-10 12:38:52.47634+03",430934,"1026401590786"
433004,"ОП-З-00569-008","2023-07-12 16:53:12.96168+03",432320,"1202100006239"
534511,"ОП-З-03498-002","2023-12-26 17:56:06.049786+03",534351,"1037739049105"
431192,"О-З-00538-001","2023-07-10 14:08:02.175463+03",431141,"1021301063761"
431518,"З-00552","2023-07-11 09:07:01.919869+03",NULL,"1026401590786"
430314,"О-З-00506-004","2023-07-07 18:17:02.374553+03",429640,"1025100804453"
430637,"ОП-З-00506-005","2023-07-10 10:27:05.913539+03",429640,"1025100804453"
435391,"ОП-З-00665-001","2023-07-17 15:48:05.088752+03",435309,"1021000541803"
431201,"З-00539","2023-07-10 14:38:02.120205+03",NULL,"1027808757844"
430812,"ОП-З-00534-001","2023-07-10 11:30:15.936168+03",430799,"1027808757844"
431601,"ОП-З-00552-001","2023-07-11 09:47:28.56251+03",431518,"1026401590786"
435978,"З-00691","2023-07-18 08:55:02.390757+03",NULL,"1159102037940"
431997,"О-З-00556-001","2023-07-11 13:09:02.425292+03",431653,"1026401590786"
431211,"ОП-З-00538-002","2023-07-10 14:41:21.402924+03",431141,"1021301063761"
431216,"О-З-00515-001","2023-07-10 14:40:02.018332+03",429772,"1023900599359"
431900,"ОП-З-00543-002","2023-07-11 12:40:00.47815+03",431373,"1025203750791"
440726,"О-З-00828-003","2023-07-25 14:15:01.530008+03",440651,"1027739054420"
432581,"ОП-З-00576-001","2023-07-12 12:13:42.200789+03",432547,"1025402485580"
439428,"ОП-З-00789-001","2023-07-21 09:16:32.311421+03",439350,"1142722001223"
431911,"ОП-З-00556-001","2023-07-11 13:06:25.47462+03",431653,"1026401590786"
435629,"ОП-З-00668-004","2023-07-17 16:16:11.866874+03",435409,"1209200005486"
428568,"О-З-00457-005","2023-07-06 16:19:01.641392+03",427693,"1027802505279"
439439,"ОП-З-00790-001","2023-07-21 09:22:19.53004+03",439357,"1142452001130"
431233,"ОП-З-00539-001","2023-07-10 14:50:34.650899+03",431201,"1027808757844"
432098,"ОП-З-00547-002","2023-07-11 14:13:40.524868+03",431444,"1026500530869"
433018,"ОП-З-00584-002","2023-07-12 16:56:08.448754+03",432960,"1072130006740"
432248,"ОП-З-00556-002","2023-07-11 15:58:39.085629+03",431653,"1026401590786"
431614,"ОП-З-00553-001","2023-07-11 09:50:30.455462+03",431525,"1021202051793"
430891,"О-З-00534-001","2023-07-10 11:48:01.788409+03",430799,"1027808757844"
438925,"О-З-00753-003","2023-07-20 15:02:01.930694+03",438612,"1020100510319"
431245,"ОП-З-00515-002","2023-07-10 15:23:59.42195+03",429772,"1023900599359"
436197,"З-00700","2023-07-18 10:15:02.260637+03",NULL,"1033500072660"
431943,"ОП-З-00545-001","2023-07-11 13:00:22.109709+03",431430,"1024001186483"
437046,"ОП-З-00696-003","2023-07-18 16:28:50.325183+03",436120,"1033500072660"
431267,"ОП-З-00540-001","2023-07-10 15:49:47.847615+03",431254,"1034700559475"
436598,"ОП-З-00654-002","2023-07-18 12:16:43.492172+03",434893,"1026401590610"
431509,"О-З-00538-002","2023-07-11 09:03:01.691357+03",431141,"1021301063761"
431275,"О-З-00540-001","2023-07-10 15:54:02.117937+03",431254,"1034700559475"
431298,"О-З-00540-002","2023-07-10 16:03:01.700748+03",431254,"1034700559475"
442664,"ОП-З-00877-002","2023-08-01 10:59:22.082987+03",442243,"Рады помочь:)"
431289,"ОП-З-00540-002","2023-07-10 15:57:28.014109+03",431254,"1034700559475"
433027,"З-00585","2023-07-12 17:00:02.479935+03",NULL,"1027739054420"
432851,"О-З-00569-003","2023-07-12 15:28:01.625497+03",432320,"1202100006239"
431831,"ОП-З-00551-001","2023-07-11 12:25:30.797155+03",431499,"1026401590786"
450030,"О-З-00978-002","2023-08-21 07:59:01.692906+03",444889,"1024101031790"
431641,"О-З-00538-003","2023-07-11 09:52:02.332376+03",431141,"1021301063761"
431052,"О-З-00537-001","2023-07-10 12:33:02.352268+03",430934,"1026401590786"
432121,"ОП-З-00564-002","2023-07-11 14:21:36.538345+03",432062,"1041501903508"
436474,"О-З-00654-001","2023-07-18 11:31:01.891624+03",434893,"1026401590610"
431334,"ОП-З-00541-001","2023-07-10 16:29:00.685527+03",431321,"1033500072660"
420726,"З-00260","2023-06-30 16:30:04.172766+03",NULL,"1027808757844"
431406,"З-00544","2023-07-10 18:23:01.697517+03",NULL,"1027739291580"
432209,"ОП-З-00560-001","2023-07-11 16:12:59.128058+03",431865,"1024400525522"
432863,"ОП-З-00573-003","2023-07-12 15:28:24.108274+03",432415,"1023401998707"
417657,"З-00179","2023-06-28 10:02:01.720442+03",NULL,"1097901000890"
417717,"З-00182","2023-06-28 10:20:02.081595+03",NULL,"1022501297785"
464767,"З-01591","2023-09-06 16:25:01.243516+03",NULL,"1025100653687"
521135,"З-03156","2023-11-21 17:24:02.314204+03",NULL,"1027600680469"
417791,"З-00188","2023-06-28 11:12:01.699567+03",NULL,"1022701287652"
433488,"ОП-З-00597-001","2023-07-13 12:11:50.195872+03",433385,"1027809197635"
433194,"О-З-00587-001","2023-07-13 09:49:01.802177+03",433133,"1031616006025"
449626,"З-01113","2023-08-17 18:16:01.782338+03",NULL,"2023081767000"
425072,"З-00391","2023-07-05 02:37:02.191303+03",NULL,"1097901000890"
432383,"З-00572","2023-07-12 06:14:01.756743+03",NULL,"1142722001223"
432169,"ОП-З-00538-003","2023-07-11 14:55:26.59815+03",431141,"1021301063761"
434127,"ОП-З-00569-010","2023-07-14 10:01:19.142543+03",432320,"1202100006239"
481650,"ОП-З-02066-001","2023-09-22 10:54:45.190544+03",481336,"1025201341560"
420317,"З-00250","2023-06-30 09:19:01.490771+03",NULL,"1036300880747"
418411,"З-00199","2023-06-28 15:31:02.066112+03",NULL,"1034700559475"
432407,"ОП-З-00571-001","2023-07-12 09:10:49.226399+03",432376,"1021400756189"
432878,"ОП-З-00569-004","2023-07-12 15:32:09.973023+03",432320,"1202100006239"
420692,"З-00256","2023-06-30 16:30:02.544674+03",NULL,"1024800689044"
432430,"ОП-З-00572-001","2023-07-12 09:58:40.297152+03",432383,"1142722001223"
531023,"О-З-03402-003","2023-12-14 12:02:01.938287+03",530812,"1025401011680"
432442,"ОП-З-00573-001","2023-07-12 10:05:29.873993+03",432415,"1023401998707"
475316,"З-01909","2023-09-14 16:42:01.701172+03",NULL,"1021300972769"
467274,"ОП-З-01659-001","2023-09-08 07:27:46.558909+03",467137,"1027739051779"
432331,"ОП-З-00569-001","2023-07-11 16:43:26.949586+03",432320,"1202100006239"
435655,"О-З-00668-004","2023-07-17 16:19:01.869373+03",435409,"1209200005486"
431373,"З-00543","2023-07-10 17:23:03.149937+03",NULL,"1025203750791"
433035,"О-З-00584-002","2023-07-12 17:07:01.419752+03",432960,"1072130006740"
432891,"О-З-00569-004","2023-07-12 15:38:01.646493+03",432320,"1202100006239"
435192,"ОП-З-00658-001","2023-07-17 14:43:48.726547+03",435114,"1072130006740"
443381,"ОП-З-00917-001","2023-08-02 09:35:40.98586+03",443363,"1038302271919"
433401,"З-00598","2023-07-13 11:54:02.257504+03",NULL,"1024500514060"
434187,"ОП-З-00630-001","2023-07-14 10:20:49.374412+03",434096,"1033500072660"
432914,"О-З-00569-005","2023-07-12 15:44:01.422452+03",432320,"1202100006239"
453378,"ОП-З-01242-002","2023-08-28 12:00:35.652687+03",453037,"1025602002007"
501230,"ОП-З-02536-001","2023-10-17 17:09:21.013032+03",501212,"1030700203522"
436410,"З-00707","2023-07-18 11:17:01.675788+03",NULL,"1022601976154"
423272,"З-00344","2023-07-03 18:03:01.965083+03",NULL,"1025100804453"
435201,"ОП-З-00658-002","2023-07-17 14:47:47.591648+03",435114,"1072130006740"
424964,"З-00387","2023-07-04 16:16:01.643548+03",NULL,"1027301181984"
486652,"О-З-02146-007","2023-09-29 10:18:01.847408+03",484427,"1027809197635"
435667,"ОП-З-00668-005","2023-07-17 16:20:29.346458+03",435409,"1209200005486"
429016,"З-00491","2023-07-07 10:01:01.719281+03",NULL,"1035607500224"
433429,"ОП-З-00594-001","2023-07-13 12:01:04.013218+03",433325,"1020300977620"
465763,"ОП-З-01616-002","2023-09-07 10:59:07.365824+03",465701,"1023601560510"
460621,"ОП-З-01471-001","2023-09-05 06:11:14.776406+03",460525,"1038302271919"
473955,"ОП-З-01874-001","2023-09-13 16:05:02.623788+03",473935,"1027810241502"
425647,"З-00406","2023-07-05 11:32:02.669118+03",NULL,"1025702657298"
455270,"ОП-З-01315-001","2023-08-30 10:15:40.626656+03",455226,"1020502523623"
433857,"З-00616","2023-07-13 19:18:02.226356+03",NULL,"1065302005295"
469569,"ОП-З-01742-002","2023-09-11 10:15:25.306055+03",469227,"1027810241502"
476256,"ОП-З-01937-001","2023-09-15 13:24:04.299579+03",476220,"1021500582278"
433840,"ОП-З-00615-001","2023-07-13 17:54:04.31193+03",433811,"1021400756189"
435680,"ОП-З-00674-001","2023-07-17 16:23:47.028298+03",435648,"1034316526342"
441883,"О-З-00859-001","2023-07-31 03:26:02.381059+03",441725,"1022501296520"
442426,"ОП-З-00887-001","2023-08-01 09:17:02.059252+03",442369,"1127451018750"
437117,"ОП-З-00696-004","2023-07-18 17:28:26.8501+03",436120,"1033500072660"
435685,"О-З-00668-005","2023-07-17 16:23:03.249323+03",435409,"1209200005486"
480101,"ОП-З-02026-001","2023-09-20 14:53:55.203563+03",480087,"1021301065554"
440750,"ОП-З-00828-005","2023-07-25 14:21:32.754278+03",440651,"1027739054420"
465170,"З-01599","2023-09-06 18:19:01.597083+03",NULL,"1159102037940"
452421,"ОП-З-01220-001","2023-08-25 11:24:25.189549+03",452346,"1022800532809"
476624,"О-З-01907-002","2023-09-15 15:12:01.626115+03",475247,"1024800834250"
497281,"ОП-З-02448-001","2023-10-11 14:12:35.430673+03",497206,"1021900535975"
438619,"О-З-00753-001","2023-07-20 12:29:01.793908+03",438612,"1020100510319"
433864,"О-З-00616-001","2023-07-13 19:19:01.886648+03",433857,"1065302005295"
433998,"ОП-З-00620-001","2023-07-14 09:13:03.20778+03",433906,"1021400756189"
443171,"ОП-З-00910-001","2023-08-01 13:51:33.043004+03",443160,"1021300972769"
486701,"ОП-З-02200-001","2023-09-29 10:33:10.007945+03",486420,"1025501174885"
495108,"ОП-З-02380-001","2023-10-09 13:44:39.639086+03",494834,"1024600966290"
469306,"О-З-01742-001","2023-09-11 09:42:01.934593+03",469227,"1027810241502"
434806,"ОП-З-00645-001","2023-07-17 09:00:18.956617+03",434677,"1041501903508"
418970,"З-00219","2023-06-29 10:01:02.22706+03",NULL,"1022401793248"
434192,"О-З-00597-001","2023-07-14 10:19:02.3962+03",433385,"1027809197635"
435921,"З-00683","2023-07-18 02:51:02.298197+03",NULL,"1022800532809"
509109,"ОП-З-02734-002","2023-10-31 10:32:51.004014+03",509074,"1022401359177"
468325,"ОП-З-01697-001","2023-09-08 15:20:23.19983+03",468304,"1020502523623"
434819,"ОП-З-00647-001","2023-07-17 09:22:53.562412+03",434691,"1022701287652"
449903,"ОП-З-01123-001","2023-08-18 15:43:02.142013+03",449892,"1023701508236"
461377,"ОП-З-01480-002","2023-09-05 12:31:04.863911+03",460823,"1021602857605"
435701,"ОП-З-00668-006","2023-07-17 16:26:30.500482+03",435409,"1209200005486"
431499,"З-00551","2023-07-11 08:59:02.045454+03",NULL,"1026401590786"
435943,"З-00686","2023-07-18 05:32:01.495024+03",NULL,"1022500615610"
460164,"О-З-01414-003","2023-09-04 15:59:02.429626+03",458693,"1023101677323"
510240,"ОП-З-02786-001","2023-11-02 15:10:33.885556+03",510229,"1026602950065"
435236,"ОП-З-00659-001","2023-07-17 14:57:55.020233+03",435184,"1023500891512"
434961,"О-З-00532-003","2023-07-17 10:40:01.727571+03",430747,"1027802505279"
497472,"ОП-З-02416-007","2023-10-11 17:44:39.560203+03",496062,"1027301584067"
435409,"З-00668","2023-07-17 15:49:01.624486+03",NULL,"1209200005486"
460300,"ОП-З-01414-004","2023-09-04 16:47:46.742599+03",458693,"1023101677323"
434831,"ОП-З-00648-001","2023-07-17 09:25:01.603846+03",434698,"1021400756189"
434265,"О-З-00569-010","2023-07-14 11:09:02.010375+03",432320,"1202100006239"
435223,"О-З-00532-005","2023-07-17 14:57:01.644668+03",430747,"1027802505279"
436706,"З-00713","2023-07-18 12:58:01.733051+03",NULL,"1027809197635"
436735,"ОП-З-00710-002","2023-07-18 13:08:18.962996+03",436610,"1027101415846"
435718,"О-З-00668-006","2023-07-17 16:28:02.060397+03",435409,"1209200005486"
467296,"ОП-З-01660-001","2023-09-08 07:34:10.804066+03",467155,"1022500615610"
435737,"ОП-З-00668-007","2023-07-17 16:31:01.246203+03",435409,"1209200005486"
436083,"З-00693","2023-07-18 09:30:02.476079+03",NULL,"1025901702485"
452433,"ОП-З-01221-001","2023-08-25 11:41:34.767252+03",452353,"1023201064391"
434677,"З-00645","2023-07-14 18:32:01.856189+03",NULL,"1041501903508"
419868,"З-00234","2023-06-29 16:46:01.53402+03",NULL,"1026605402394"
436111,"ОП-З-00693-001","2023-07-18 09:50:34.029357+03",436083,"1025901702485"
436263,"ОП-З-00702-001","2023-07-18 10:37:14.852135+03",436252,"1022100909710"
441191,"ОП-З-00594-002","2023-07-26 12:31:38.086694+03",433325,"1020300977620"
435256,"З-00661","2023-07-17 15:10:02.156391+03",NULL,"1155074010508"
437458,"ОП-З-00730-002","2023-07-19 12:14:50.074946+03",437314,"1030203921076"
435054,"О-З-00647-001","2023-07-17 11:32:02.174512+03",434691,"1022701287652"
434714,"О-З-00648-001","2023-07-15 10:12:01.678595+03",434698,"1021400756189"
470005,"ОП-З-01754-001","2023-09-11 11:54:44.042735+03",469967,"1023701508236"
435267,"ОП-З-00661-001","2023-07-17 15:14:54.776066+03",435256,"1155074010508"
436342,"ОП-З-00705-001","2023-07-18 10:54:35.587672+03",436310,"1024200715802"
435757,"ОП-З-00457-008","2023-07-17 16:32:25.83373+03",427693,"1027802505279"
423396,"З-00352","2023-07-04 00:19:02.032605+03",NULL,"1159102052317"
434698,"З-00648","2023-07-15 10:06:01.529749+03",NULL,"1021400756189"
434461,"ОП-З-00501-003","2023-07-14 14:04:31.310192+03",429395,"1027739054420"
435276,"О-З-00658-001","2023-07-17 15:33:01.941445+03",435114,"1072130006740"
434166,"ОП-З-00621-001","2023-07-14 10:11:33.414819+03",433913,"1021400756189"
